Date	Price
4/6/15	"1,198.50"
11/24/14	"1,197.50"
11/26/14	"1,197.50"
4/1/15	"1,197.00"
5/5/15	"1,197.00"
4/20/15	"1,196.50"
1/19/17	"1,196.10"
12/19/13	"1,196.00"
11/19/14	"1,196.00"
10/6/14	"1,195.80"
12/17/14	"1,195.80"
3/27/15	"1,195.80"
3/25/15	"1,195.60"
12/19/14	"1,195.50"
12/20/13	"1,195.30"
12/22/14	"1,195.30"
4/21/15	"1,195.30"
10/3/14	"1,195.00"
12/2/14	"1,195.00"
1/25/17	"1,195.00"
11/27/14	"1,194.80"
4/9/15	"1,194.80"
4/14/15	"1,194.80"
5/6/15	"1,194.30"
12/1/14	"1,194.00"
12/5/14	"1,194.00"
2/8/16	"1,193.30"
12/8/14	"1,193.00"
4/15/15	"1,192.90"
11/18/14	"1,192.80"
6/2/15	"1,192.80"
1/30/17	"1,192.80"
2/24/15	"1,192.50"
6/28/13	"1,192.00"
3/24/15	"1,191.50"
5/12/15	"1,191.50"
5/29/15	"1,191.40"
2/9/16	"1,191.00"
1/13/17	"1,190.40"
11/20/14	"1,190.00"
6/3/15	"1,190.00"
2/10/16	"1,190.00"
1/26/17	"1,189.70"
1/10/17	"1,189.50"
4/22/15	"1,189.30"
5/11/15	"1,189.30"
6/10/15	"1,188.50"
11/25/16	"1,187.70"
3/31/15	"1,187.00"
5/7/15	"1,187.00"
11/28/16	"1,187.00"
11/29/16	"1,186.60"
3/23/15	"1,186.30"
11/24/16	"1,186.10"
5/8/15	"1,186.00"
5/27/15	"1,185.90"
4/23/15	"1,185.80"
12/29/14	"1,185.50"
3/30/15	"1,185.50"
6/22/15	"1,185.50"
5/26/15	"1,185.40"
11/23/16	"1,185.40"
5/28/15	"1,185.00"
1/27/17	"1,184.90"
10/15/15	"1,184.30"
3/20/15	"1,183.10"
4/24/15	"1,183.00"
11/28/14	"1,182.80"
6/12/15	"1,182.80"
11/17/14	"1,182.50"
6/15/15	"1,181.40"
10/16/15	"1,180.90"
4/30/15	"1,180.30"
10/28/15	"1,179.60"
1/11/17	"1,178.60"
6/11/15	"1,178.50"
1/9/17	"1,178.50"
11/30/16	"1,178.10"
6/17/15	"1,178.00"
6/23/15	"1,178.00"
6/16/15	"1,177.80"
10/20/15	"1,177.80"
12/7/16	"1,177.70"
6/9/15	"1,177.40"
1/5/17	"1,176.70"
5/1/15	"1,176.00"
5/4/15	"1,176.00"
6/4/15	"1,176.00"
6/29/15	"1,176.00"
1/6/17	"1,175.90"
12/23/14	"1,175.80"
12/24/14	"1,175.80"
12/25/14	"1,175.80"
12/26/14	"1,175.80"
3/6/15	"1,175.80"
10/19/15	"1,175.40"
10/14/15	"1,173.90"
6/24/15	"1,173.80"
12/2/16	"1,173.50"
6/8/15	"1,172.80"
6/25/15	"1,172.70"
12/6/16	"1,172.50"
1/2/15	"1,172.00"
12/8/16	"1,171.10"
6/30/15	"1,171.00"
6/26/15	"1,170.50"
11/14/14	"1,169.00"
3/9/15	"1,168.50"
7/1/15	"1,168.00"
7/3/15	"1,168.00"
11/3/14	"1,167.80"
10/21/15	"1,167.10"
10/22/15	"1,167.00"
11/4/14	"1,166.50"
8/24/15	"1,166.50"
10/26/15	"1,166.40"
3/19/15	"1,166.00"
7/6/15	"1,166.00"
10/27/15	"1,165.70"
7/2/15	"1,165.30"
10/13/15	"1,165.20"
10/12/15	"1,164.90"
6/5/15	"1,164.60"
11/12/14	"1,164.50"
10/31/14	"1,164.30"
7/9/15	"1,164.30"
1/4/17	"1,164.30"
12/9/16	"1,163.60"
12/14/16	"1,162.30"
12/5/16	"1,162.20"
11/10/14	"1,162.00"
3/10/15	"1,162.00"
12/1/16	"1,161.90"
11/13/14	"1,161.80"
10/23/15	"1,161.30"
7/10/15	"1,159.30"
12/13/16	"1,158.60"
7/8/15	"1,158.50"
7/14/15	"1,157.40"
11/11/14	"1,156.50"
8/21/15	"1,156.50"
2/4/16	"1,156.40"
7/7/15	"1,156.30"
12/12/16	"1,156.10"
11/7/14	"1,154.50"
9/24/15	"1,154.50"
7/13/15	"1,154.00"
3/12/15	"1,152.30"
3/13/15	"1,152.00"
10/9/15	"1,151.60"
1/3/17	"1,151.00"
3/16/15	"1,150.80"
3/17/15	"1,150.80"
2/5/16	"1,150.40"
3/11/15	"1,150.00"
10/29/15	"1,148.60"
8/20/15	"1,147.70"
10/6/15	"1,147.50"
7/15/15	"1,147.40"
3/18/15	"1,147.30"
9/25/15	"1,146.70"
12/29/16	"1,145.90"
12/30/16	"1,145.90"
1/2/17	"1,145.90"
11/6/14	"1,145.00"
10/7/15	"1,144.60"
7/16/15	"1,144.40"
10/30/15	"1,142.40"
9/1/15	"1,142.30"
11/5/14	"1,142.00"
9/18/15	"1,141.50"
10/2/15	"1,140.80"
10/8/15	"1,140.00"
10/5/15	"1,139.80"
9/2/15	"1,137.80"
8/25/15	"1,137.50"
12/19/16	"1,136.30"
8/28/15	"1,135.00"
8/31/15	"1,135.00"
12/28/16	"1,134.60"
11/2/15	"1,134.00"
12/21/16	"1,133.70"
9/21/15	"1,133.30"
7/17/15	"1,132.80"
9/29/15	"1,132.10"
2/3/16	"1,132.00"
12/16/16	"1,131.60"
9/23/15	"1,131.40"
12/22/16	"1,131.40"
12/23/16	"1,131.40"
12/26/16	"1,131.40"
12/27/16	"1,131.40"
9/28/15	"1,131.10"
2/2/16	"1,128.50"
9/3/15	"1,128.00"
12/15/16	"1,127.00"
2/1/16	"1,126.50"
8/19/15	"1,126.20"
12/20/16	"1,125.70"
11/3/15	"1,123.10"
9/22/15	"1,122.90"
9/8/15	"1,121.20"
8/26/15	"1,120.80"
9/7/15	"1,119.50"
8/12/15	"1,119.00"
8/27/15	"1,119.00"
10/1/15	"1,119.00"
8/17/15	"1,118.80"
8/14/15	"1,118.30"
9/4/15	"1,118.30"
9/16/15	"1,117.60"
9/17/15	"1,117.50"
8/13/15	"1,116.80"
1/27/16	"1,116.30"
11/4/15	"1,114.70"
9/30/15	"1,114.00"
1/28/16	"1,114.00"
1/26/16	"1,113.60"
1/29/16	"1,111.80"
8/18/15	"1,111.50"
9/9/15	"1,109.90"
9/10/15	"1,109.50"
8/11/15	"1,108.30"
1/25/16	"1,106.60"
1/7/16	"1,106.40"
11/5/15	"1,106.30"
9/15/15	"1,106.00"
7/21/15	"1,105.60"
9/14/15	"1,104.80"
7/20/15	"1,104.60"
1/8/16	"1,101.90"
1/20/16	"1,101.80"
1/11/16	"1,100.80"
9/11/15	"1,100.30"
7/27/15	"1,100.00"
7/31/15	"1,098.40"
7/23/15	"1,097.40"
8/10/15	"1,097.00"
1/21/16	"1,096.50"
1/22/16	"1,096.30"
7/28/15	"1,096.20"
1/15/16	"1,093.80"
8/7/15	"1,093.50"
8/3/15	"1,091.90"
1/6/16	"1,091.40"
8/4/15	"1,090.70"
7/29/15	"1,090.30"
8/6/15	"1,089.80"
11/9/15	"1,089.60"
1/18/16	"1,089.20"
11/6/15	"1,088.90"
7/22/15	"1,088.60"
1/14/16	"1,088.40"
1/13/16	"1,088.20"
7/30/15	"1,087.50"
11/12/15	"1,087.40"
11/10/15	"1,087.10"
1/19/16	"1,086.30"
11/11/15	"1,085.90"
1/12/16	"1,085.40"
8/5/15	"1,085.10"
11/16/15	"1,084.80"
11/19/15	"1,082.60"
1/4/16	"1,082.30"
11/20/15	"1,081.80"
11/13/15	"1,081.50"
12/9/15	"1,081.00"
7/24/15	"1,080.80"
12/4/15	"1,079.30"
11/17/15	"1,079.20"
12/21/15	"1,078.80"
1/5/16	"1,077.00"
11/24/15	"1,076.40"
12/7/15	"1,075.80"
12/16/15	"1,075.30"
12/22/15	"1,074.90"
12/11/15	"1,072.50"
12/8/15	"1,072.10"
11/26/15	"1,071.00"
12/10/15	"1,071.00"
11/23/15	"1,070.50"
12/29/15	"1,070.10"
12/14/15	"1,068.30"
12/23/15	"1,068.30"
12/24/15	"1,068.30"
12/25/15	"1,068.30"
12/28/15	"1,068.30"
11/25/15	"1,068.00"
11/18/15	"1,067.80"
12/1/15	"1,065.40"
12/18/15	"1,062.50"
11/30/15	"1,061.90"
12/15/15	"1,061.50"
12/30/15	"1,060.00"
12/31/15	"1,060.00"
1/1/16	"1,060.00"
11/27/15	"1,057.40"
12/3/15	"1,055.50"
12/2/15	"1,055.40"
12/17/15	"1,049.40"
